id,title,summary,body,target
"1533","高等職業訓練促進給付金等事業","http://www.pref.tochigi.lg.jp/e06/welfare/kodomo/hitorioya/1260320256450.html","資格取得のため1年以上養成機関で修業する場合に、修学期間中の生活負担を軽減のための給付金を支給する。","県民（ひとり親）"
"1530","母子父子寡婦福祉資金貸付制度","http://www.pref.tochigi.lg.jp/e06/welfare/kodomo/hitorioya/1178580426452.html","ひとり親家庭等を対象とした貸付を行う。","県民（ひとり親等）"
"1529","テレホン児童相談","https://www.pref.tochigi.lg.jp/e68/welfare/kodomo/kosodatesoudan/telesou.html","児童の養育、心身障害、非行、性格行動、不登校など、児童についての心配や悩みごとのある人や児童本人からの相談","県民"
"1528","児童虐待防止","https://www.pref.tochigi.lg.jp/fukushi/kodomo/gyakutaiboushi/index.html","児童虐待等に関する相談・通告","県民"
"1527","私立高等学校等に通学される場合の支援制度","https://www.pref.tochigi.lg.jp/b05/shigaku-syugakusien.html","対象となる生徒の世帯における所得区分に応じて、授業料等を支援する。","制度の対象である高校等に通う低所得者世帯の生徒"
"1526","高等教育修学支援新制度","http://www.pref.tochigi.lg.jp/b05/koutoukyouikusyuugakusienn.html","対象となる学生の世帯における所得区分に応じて、機関要件の確認を受けた専門学校が入学金および授業料を減免する","機関要件の確認を受けた専門学校に通う低所得者世帯の生徒"
"1683","消防設備士に対する消防用設備等の工事、整備に関する講習","消防法第17条の10の規定に基づく消防設備士の法定講習","消防法第17条の10の規定に基づく消防設備士に対する消防用設備等の工事、整備に関する講習の実施。免状の交付を受けた日以降最初の4月1日から起算して2年以内、または当該講習を受けた日以降最初の4月1日から起算して5年以内に講習を受講する。講習未受講の場合には消防法第17条の7第2項(第13条の2第5項準用)による免状返納命令の対象となる。","消防設備士"
"1581","企業向け外国人材雇用等相談窓口","外国人の雇用に係る無料相談窓口","外国人の雇用に関する相談に、弁護士、行政書士、社会保険労務士が無料で対応。","外国人の雇用を検討する企業等"
"1580","とちぎ外国人相談サポートセンター","栃木県在住の外国人を対象に相談や情報提供を無料で行う。","県内に住む外国人が、在留手続、雇用、医療、福祉、出産・子育て・子どもの教育等の生活に関わる様々な事柄について疑問や悩みを抱いた場合に、適切な情報や相談場所に迅速に到達することができるよう、情報提供及び相談を行う一元的な窓口として「とちぎ外国人相談サポートセンター」を設置しました。","栃木県に住所を有する外国人等"
"1579","大学コンソーシアムとちぎグローバル人材育成事業","http://www.pref.tochigi.lg.jp/f04/global/home.html","県内大学に在籍する大学生等を対象に、海外留学・海外インターンシップを経済的に支援する。","栃木県内の高等教育機関に在籍する正規生で、日本国籍を有する、または永住が許可されている者"
"558","新事業支援施設（ビジネス・インキュベータ）による創業・ベンチャー支援","創業や新製品・新技術の研究開発を行う際、中小企業基盤整備機構等が運営する新事業支援施設（ビジネス・インキュベータ）を低廉な賃料で借りることができます。","中小企業基盤整備機構は、起業家および第二創業に取り組む中小企業の皆様を支援すべく、全国で29のインキュベーション施設を展開しています。インキュベーション施設では、事業スペースを提供する「ハード」と、インキュベーションマネージャー（IM）と呼ばれる常駐の専門家による成長・事業化を支援する「ソフト」の両面から新しいビジネスへの挑戦を応援します。![](https://seidofile.myseido-navi.go.jp/seidoimage/6e38ff2f-bcc6-426b-865a-4bb346604a0a)![](https://seidofile.myseido-navi.go.jp/seidoimage/b79e6bd4-c15e-44a9-9e6c-22dad22ebee4)","オフィス・工場・研究室等を借りて、創業や新製品・新技術の研究開発等を予定している中小企業者やこれから創業しようとする個人などの方々"
"853","住宅ローン控除の適用要件の弾力化","新型コロナウイルス感染症の影響による住宅建設の遅延等によって住宅への入居が遅れた場合でも、定められた期日までに住宅取得契約が行われている等の一定の場合には、期限内に入居したのと同様の住宅ローン控除を受けられるよう、適用要件が見直されました。","詳しくは、下記参照情報をご覧ください。","個人の方"
"854","中止等された文化芸術・スポーツイベント入場料等の払戻請求権を放棄した場合の寄附金控除の適用","政府の自粛要請を踏まえて一定の文化芸術・スポーツイベントを中止等した主催者に対し、観客等が入場料等の払戻しを請求しなかった場合には、放棄した金額について、寄附金控除（所得控除または税額控除）の対象となりました。","詳しくは、下記参照情報をご覧ください。","個人の方"
"908","感染拡大防止のための新型コロナウイルス対策休業助成金","新型コロナウイルスが山梨県内で発生した際、感染拡大を防止する緊急的な措置として、感染や濃厚接触により、外出自粛の要請を受け、休業をすることになった方に、一定額の助成を行うものです。","この制度は、新型コロナウイルスが山梨県内で発生した際、感染拡大を防止する緊急的な措置として、感染や濃厚接触により、外出自粛の要請を受け、休業をすることになった方に、一定額の助成を行うものです。◇交付する助成金の額は、休業した日、一人につき一日 4,000円です。◇感染者は、感染が確認された以降の入院から退院までの期間とし、連続した14日間を限度とします。(ただし、休日等は対象となりません)◇濃厚接触者は、保健所等から外出自粛の要請を受けた日から保健所等において示された期間とし、連続した14日間を限度とします。(ただし、休日等は対象となりません)","以下の4項目の全てに該当する方が対象となります。(1) 山梨県内に住所を有する者(2) 労働基準法第9条に規定する労働者、または事業活動を行う個人事業主※事業所から賃金をもらって働いている方や自営業者を言います。アルバイトやパートの方も対象となります。(3) 感染者または濃厚接触者※保健所等から入院勧告または、外出自粛の要請を受けた方が対象となります。(4) 休業期間中、労働基準法に基づく休業手当金、健康保険法に基づく傷病手当金、その他給与または事業所得の補填にあたる公的な給付金等が支給されない者※休んだことに対する公的な補償を受け取っていない方、有給休暇ではない休業の方となります。"
"948","就農支援資金の支払猶予","新型コロナウイルスの影響等による経営難で償還が困難になった方は、償還猶予の申請を行うことができます。ただし、法定据置期間および償還期限内となっています。","<償還期間・据置期間>【就農研修資金・就農準備資金】・15歳以上40歳未満償還期間:12年　据置期間:4年・40歳以上65歳未満償還期間:7年　据置期間:2年【就農施設等資金】償還期間:12年　据置期間:5年","新型コロナウイルス感染症の影響を受けた当該資金借受者(認定農業者)"
"960","電話による人権相談窓口（福岡県）","新型コロナウイルス感染症に関する人権侵害・差別等を受けた方のご相談に乗り、内容によっては適切な相談窓口を紹介します。","","新型コロナウイルス感染症に関する人権侵害・差別等を受けた方"
"961","ふくおか人権ホットライン","人権侵害・差別等を受けた方のご相談に乗り、福岡県弁護士会の弁護士が法的な観点で助言を行います。(電話相談のみ)","相談料無料電話番号(092)724-2644相談日時毎月第4金曜日15:00～18:00※相談時間はおおむね30分間","人権侵害・差別等を受けた方"
"995","ふくおか自殺予防ホットライン","新型コロナウイルス感染症拡大の影響により、生きるのがつらいと感じている方の電話相談を行います。","","一般県民"
"996","心の健康相談電話","新型コロナウイルスの感染拡大に伴う生活環境の変化等による心の悩みの電話相談を行います。","","一般県民"
"997","医療従事者の心の健康支援事業","新型コロナウイルス感染症の治療に従事する医療従事者とそのご家族の方専用の電話相談窓口を設置します。","","新型コロナウイルス感染症の治療に従事する医療従事者とそのご家族"
"1006","労働相談・あっせん制度について","","＜労働相談＞解雇やパワハラなどの労使間で起こった労働紛争に関する相談業務を行っています。＜あっせん制度＞当事者間で労働紛争の自主解決が望めない場合に、労働委員会が労使双方の話合いの場を取り持ち、労働紛争を適切かつ迅速に解決するため、公正、公平な立場で援助、助言を行い、双方の歩み寄りを促進して紛争の解決を支援します。詳しい制度の内容は、下記のウェブサイトをご覧ください。〇群馬県労働委員会ウェブサイトhttps://www.pref.gunma.jp/06/w0110005.html","群馬県内の事業主およびその事業主に雇用され、または雇用されていた労働者"
"1019","福岡県子育て女性就職支援センター","県内4か所（福岡、北九州、筑後、筑豊）の「子育て女性就職支援センター」 において、女性を対象に、就業相談や保育などの情報提供、就職や仕事に役立つセミナーの開催、 出張相談の実施、仕事のあっせん（職業紹介事業）などを行っています。","","・県内にお住まいの働きたいと思っている女性・求人を考えている県内企業"
"1022","福岡県障がい者雇用拡大事業事務局","中小企業における障がい者雇用の拡大のため、求人開拓を行うとともに、就職相談から、個別指導、職業紹介、就職後の定着まで一連の支援を実施しています。併せて、障がい者雇用の啓発や障がい特性の理解促進のため、企業訪問や障がいのある人および企業に対する各種セミナーを開催し、障がいのある皆さんの活躍の場の拡大を図っています。","","・県内にお住まいの働きたいと思っている障がいのある人・障がい者雇用を考えている県内事業者"
"1027","消費生活に関する相談","県民のみなさまからの消費生活に関する苦情相談をお受けし、その解決に向けた助言や情報提供などを行っています。","","福岡県在住の消費者"
"1030","新型コロナウイルス感染症に関する県税における徴収猶予の制度","新型コロナウイルス感染症に納税者（ご家族を含む）がり患された場合のほか、新型コロナウイルス感染症に関連して事業を廃止または休止したりなどの要件に当てはまる場合は、納税の猶予制度があります。","一定期間、納税が猶予されます。※担保の提供が必要となる場合や一部延滞金が必要となる場合があります。","下記のようなケースに該当する納税者・特別徴収義務者（事業者・個人）・災害により財産に相当な損失が生じた場合・本人または家族が病気にかかった場合・事業を廃止し、または休止した場合・事業に著しい損失を受けた場合"
"1031","生活保護","生活に困窮する方に対し、その困窮の程度に応じて必要な保護を行い、健康で文化的な最低限度の生活を保障するとともに、自立を助長することを目的とした制度です。","","資産や能力等すべてを活用してもなお生活に困窮する方"
"1070","山口県・市町離職者緊急対策資金貸付制度","会社倒産または事業の不振もしくは縮小等により離職を余儀なくされた方の生活の安定を図るための貸付制度です。","貸付条件・貸付限度額、貸付期間、貸付利率(令和2年4月1日現在)※詳細参照先でご確認ください。・償還方法元利均等月賦償還※据置期間中は、利息のみの償還となります。・保証人等連帯保証人1名(申込人と別生計の方)と(一社)日本労働者信用基金協会の債務保証を受けることが必要です。","次の要件をすべて満たす個人・県内に居住している方・離職時の事業所に1年以上勤続していた方・離職を余儀なくされた勤労者(雇用保険受給資格者または雇用保険受給資格者であった者で離職理由コードが11、12、21、22、23、31、32および34である方に限ります。)で、離職後1年以内の方・借入申込時に、現に離職しており、ハローワークで求職活動を行っている方・市町税を完納している方・返済能力のある方"
"1071","中小企業勤労者賃金遅払資金貸付制度","賃金の遅払のため、生活資金にお困りの方を対象とした貸付制度です。","貸付条件・資金使途賃金の遅払いのため必要となった生活資金・貸付限度額54万円（ただし、1ヶ月分の遅払賃金に対する貸付限度額は、1ヶ月分の遅払賃金×80％または18万円のうちいずれか低い方の額とし、3ヶ月分を限度とする。）・貸付期間　6ヶ月以内・貸付利率　年1.64％（保証料別途）・償還方法　一括償還・保証人等連帯保証人1名と(一社)日本労働者信用基金協会の債務保証を受けることが必要です。","県内に居住し、中小企業である事業所等に勤務している勤労者で、平成31年4月1日から令和3年3月31日までの間に賃金が遅払いとなっている方"
"1076","新型コロナウイルス感染症に係る国民健康保険料（税）の減免・徴収猶予","国民健康保険料（税）の減免・徴収猶予等についてのご案内です。","新型コロナウイルス感染症の影響に鑑み、国民健康保険料（税）の徴収猶予が行われることがあります。また、資格取得等の届出・申告については、やむを得ない理由による届出等の遅延が認められる場合があります。新型コロナウイルス感染症の影響に鑑み、主たる生計維持者が感染症により死亡したり、感染症の影響により一定程度収入が下がった場合等に、国民健康保険料（税）の減免が行われる場合があります。","事業の休廃止、失業等により、収入が激減し、一時の納付が困難である個人"
"1080","解雇により住居を失った方等に対する県営住宅の提供","新型コロナウイルス感染症拡大の影響による解雇等により、住宅の退去を余儀なくされる方などの生活の場の確保を図るため、緊急措置として県営住宅の空き住戸を提供します。","提供戸数50戸（先着順）入居条件申込時点で、下記のいずれかに該当する方。・派遣契約の停止等に伴い、社員寮等の退去を余儀なくされ、住居を喪失した求職者（見込みの者を含む。）・廃業した方・収入が本人の責任に帰すべき理由、都合によらず減少し、離職や廃業と同程度の状況にある方・インターネットカフェ等、居住が不安定な方の一時的な居所となっている施設の利用が制限・停止される等により、緊急にその居所を確保する必要がある方　他入居できる期間原則6か月（延長可能）家賃3,300円から1万3,300円（各住宅の家賃の2分の1の額）家賃のほか、光熱水費、共益費、駐車場使用料が必要です。駐車場は1住戸あたり1枠のみです。敷金・連帯保証人不要","申し込み時点で、次のいずれかに当てはまる方・派遣契約の停止等に伴い、社員寮等の退去を余儀なくされ、住居を喪失した求職者（見込みの方を含む）・廃業した方・収入が本人の責任に帰すべき理由、都合によらず減少し、離職や廃業と同程度の状況にある方・インターネットカフェ等、居住が不安定な方の一時的な居所となっている施設の利用が制限・停止される等により、緊急にその居所を確保する必要がある方その他にも対象となる条件があります。詳しくはお問い合わせください。"
"1141","離職者等再就職支援事業","新型コロナウイルス感染症の拡大の影響で失業した方をはじめ、離職した方の再就職を支援するため、離転職者向けの職業訓練を拡充して実施しています。","【事業内容】再就職を目指す際に必要な知識、技能・技術の習得を目的とした職業訓練を実施【実施場所】静岡県立技術専門校が委託する民間教育訓練機関※令和3年4月以降は静岡県立工科短期大学校静岡キャンパス、沼津キャンパスおよび浜松技術専門校が委託する民間教育訓練機関【訓練期間】2～6か月（訓練コースによって異なります。）【訓練内容】○介護分野、IT・パソコンスキル○会計・簿記、医療・調剤事務　ほか","ハローワークへ求職申込みをしている離職者の方、かつハローワークの所長が訓練の受講を認めた方"
"1142","しずおかジョブステーション運営事業","「しずおかジョブステーション」では、学生・若者から中高年齢者、新型コロナウイルス感染症拡大の影響を受けた方など、求職活動を行うすべての方に対し一貫した就職支援を実施しています。","【就職相談・キャリアカウンセリング】○学生、若者、中高年齢者から育児中の方まで、世代やレベルに応じた就職相談、キャリアカウンセリング、各種アドバイスを就職サポーターが行います。○臨床心理士が心の相談に対応します。【就職氷河期世代の支援】○就職氷河期世代を専門に支援する就職サポーターによる支援を行います。【外国人相談】○日本語が話せない方でも、仕事の相談や面接の練習ができるよう、外国語の通訳を配置しています。【セミナー】○年代やレベルなどに応じ、スキルアップなど様々なセミナーを行います。【ハローワークコーナーで職業紹介】○ハローワーク相談員が職業紹介を行います。○求人検索機も設置しています。","求職活動を行うすべての方"
"1143","外国人技能実習生等再就職支援事業","新型コロナウィルス感染症の影響で実習の継続が困難となった外国人技能実習生の再就職を支援します。技能実習生の再就職を円滑に進めるため、技能実習生本人や再就職先企業と相談し、オーダーメイド型の研修を実施します。","【再就職支援】○支援員が離職した技能実習生を支援技能実習生の希望に沿った再就職先の開拓、技能実習生の雇用に関心を持つ企業の開拓○支援員が技能実習生の再就職先企業を支援在留資格の変更手続きに関する支援、技能実習生の受入体制整備に関する相談対応【オーダーメイド型研修】○支援員がオーダーメイド型研修を企画・実施技能実習生が円滑に就職できるよう、実習生本人や再就職先企業の要望に応じて、業務上必要となる基礎知識等の研修を企画・実施します。","新型コロナウイルス感染症の影響で実習の継続が困難となった外国人技能実習生"
"1187","新型コロナウイルス感染症に関する相談（生活等に関する相談）","新型コロナウイルス感染症に関する相談窓口をご案内します。","ご相談内容により、適切な相談窓口をご案内します。","新型コロナウイルスに関する相談をしたい事業者・個人"
"1188","新型コロナウイルスワクチン接種に関するお知らせ","新型コロナウイルスワクチン接種に関するお知らせです。","ワクチン接種の準備状況スケジュールなど","新型コロナウイルスワクチン接種に関する情報を知りたい事業者・個人"
"1189","新型コロナワクチン専門相談ダイヤル","新型コロナワクチン専門相談ダイヤルです。","ワクチンの副反応の症状等に関する相談副反応発生時の受診に関するアドバイスワクチンの有効性・安全性に関する情報提供※薬剤師が対応します。","新型コロナウイルスワクチン接種の副反応や安全性に関する相談をしたい事業者・個人"
"1190","新型コロナウイルス感染症関連情報 （感染に関する情報）","新型コロナウイルス感染症関連情報（感染に関する情報）です。","新型コロナウイルス感染症の発生状況県内の医療提供体制医療提供体制の状況","新型コロナウイルス感染症の発生状況等を知りたい事業者・個人"
"4921","医療保険、介護保険の保険料・窓口負担の減免措置等","医療保険、介護保険の保険料・窓口負担について減免措置等を行います。","* 医療保険、介護保険の保険料・窓口負担について、減免措置等が講じられます。<table><tbody><tr><th>国民健康保険及び後期高齢者医療制度の保険料及び窓口負担の減免・支払猶予</th><td colspan=2>国民健康保険及び後期高齢者医療制度の被保険者について、保険料及び窓口負担の減免・支払猶予措置が講じられる場合があります。</td></tr><tr><th>健康保険等の被保険者等の窓口負担の減免</th><td>健康保険等の被保険者等について、窓口負担の減免措置が講じられる場合があります。</td></tr><tr><th>介護保険料及び窓口負担の減免</th><td>介護保険料の減免・支払猶予措置や、窓口負担の減免措置が講じられる場合があります。</td></tr></tbody></table>","* 災害等による収入の減少などの特別な理由により、保険料・窓口負担の支払いが困難と認められる方* 保険者によって取扱が異なりますので、ご加入の医療保険制度保険者や市町村にご確認ください。"
"4928","生活困窮者自立支援制度","地方公共団体の相談窓口において、生活困窮者に対して、各種支援の実施や、他の専門機関と連携した支援を行います。","* 福祉事務所を設置する地方公共団体の相談窓口において、様々な課題を抱える生活に困窮する方に対して、以下の各種支援を実施するほか、他の専門機関と連携して、一人ひとりの状況に合わせた包括的な支援を行うものです。 * 自立相談支援事業相談者の抱えている課題を適切にアセスメントした上で、自立に向けた支援計画を作成し、伴走型の支援を行います。 * 住居確保給付金の支給離職により住居を失った方等に対し、就職活動を支えるため、一定期間にわたり家賃相当額を支給します。 * 就労準備支援事業就労に向けて準備が必要な方を対象に、生活習慣や社会参加能力の形成・改善を図りつつ、就労に必要な知識、意欲の向上に向けて、最長１年間の集中的な支援を行います。 * 家計改善支援事業家計表を活用し、家計の状況を「見える化」するなど家計の状況を把握することや利用者の家計の改善の意欲を高めるための支援を行います。 * 一時生活支援事業住居を持たない方に対し一定期間、宿泊場所や衣食の提供を行います。 * 子どもの学習・生活支援事業生活保護受給世帯を含む生活困窮世帯の子どもに対し、学習支援や居場所づくり、親への養育支援等を通して、子どもの将来の自立に向けたきめ細かな支援を行います。 * 認定就労訓練事業民間事業者の自主的な取組みとして、雇用による就業を継続して行うことが困難な方を対象に、その状況に応じた就労の機会を提供するとともに、就労に必要な知識や能力の向上のために必要な訓練などを行います。","* 生活に困窮する方（一部の事業の利用には年齢や資産・収入に関する要件があります）"
"4945","住宅の応急修理（災害救助法）","住宅が半壊、準半壊した場合、居室、台所、トイレ等、日常生活に必要な最小限度の部分を応急的に修理します。","* 災害救助法に基づく住宅の応急修理は、住宅が半壊（半焼）若しくは、準半壊（損害割合が10%以上20%未満）の住家被害を受け、自ら修理する資力がない世帯又は、大規模な補修を行わなければ居住することが困難である程度に住家が半壊した世帯に対して、被災した住宅の居室、台所、トイレ等日常生活に必要な最小限度の部分を応急的に修理します。* 応急修理は、都道府県又は市町村が業者に委託して実施します。* 修理限度額は令和元年10月基準において１世帯あたり、 1.  大規模半壊又は半壊、半焼、流出の世帯：59万5千円以内 2.  準半壊（損害割合が10％以上20％未満）の世帯：30万円以内* 同じ住宅に２以上の世帯が同居している場合は１世帯とみなされます。","* 災害救助法が適用された市町村において、り災証明に「全壊、大規模半壊、半壊及び準半壊」と記載されている方※応急修理期間における応急仮設住宅の使用については、応急修理の期間が1ヵ月を超えると見込まれる方であって、自宅が半壊（住宅としての利用ができない場合）以上の被害を受け、他の住まいの確保が困難な方に対して、令和２年７月豪雨災害から、応急仮設住宅の入居が可能となりました。（入居期限は災害の発生の日から原則6ヶ月）"
"1538","児童扶養手当","https://www.pref.tochigi.lg.jp/e06/welfare/kodomo/hitorioya/1178524075654.html","ひとり親家庭等を対象とした手当","県民（ひとり親等）"
"1020","福岡県70歳現役応援センター","県内4か所（福岡、北九州、筑後、筑豊）の「福岡県70歳現役応援センター」 において、 おおむね60歳以上の方を対象に就職や社会参加の支援を行っています。また、高齢者向けの求人開拓や企業向けのセミナーを実施し、高齢者の皆さんの活躍の場の拡大を図っています。","","・おおむね60歳以上の高齢者・高齢者の雇用を考えている県内事業者"
"1345","重度訪問介護従事者養成研修","","重度訪問介護従業者として必要な知識を習得するための研修。研修修了者は福祉事業所などで重度訪問介護従業者として従事できる。","個人"
"10094","がけ地近接等危険住宅移転事業","災害危険区域等における危険住宅の移転を促進するため、対象地域の調査や、危険住宅の除却およびこれに代わる住宅の建設の費用を助成する事業等を行う地方公共団体を支援します","がけ崩れや出水等により住民の生命に危険を及ぼすおそれのある区域に建っている危険住宅の移転を行う方に対して、補助する事業を行う市町村を支援する事業です。交付率は2分の1です。以下の費用それぞれについて補助が可能です。※危険住宅の撤去費※引越費用（動産移転費、仮住居費等）、その他※危険住宅に代わる住宅の建設（購入を含む）および改修費用、土地の取得費、敷地造成に要する経費を金融機関等から借り入れる際の利子相当額また事業推進に係る事業（対象となる地域の調査や事業計画の策定）を行う市町村に対し、交付率2分の1で補助が可能です。","市町村（特別の事業がある場合は都道府県も可）"
"10180","わかものハローワーク","全国のわかものハローワーク（支援コーナー、支援窓口）は、正社員就職を目指すおおむね35歳未満の方がご利用いただけます。専門の職員である就職支援ナビゲーターが、マンツーマンで就職活動をサポートします。職業相談・職業紹介、応募書類の添削、セミナーへの参加など、様々なサービスを無料で受けることができます。初回は予約不要ですので、ぜひお気軽にお越しください。","■担当者を決めて個別支援初回利用時に、一人ひとりの状況に合わせ、正社員就職に向けた支援プランを作成します。就職支援ナビゲーターと二人三脚で就職を目指しましょう。早期就職実現のために、就職支援ナビゲーターがきめ細かな職業相談や職業紹介、アドバイス等を行います。また、就職に役立つ各種セミナー等の受講もできます。応募の仕方、仕事の探し方、仕事への不安など、疑問や悩みが生じた場合は、いつでも相談をすることができます。また、履歴書や職務経歴書等の作成相談や添削、面接指導も行っています。■全国各地の求人情報（仕事情報・企業情報）の検索地元企業はもちろん、全国の求人を探すことができます。求人はハローワークインターネットサービスでも公開中ですが、わかものハローワーク（支援コーナー、支援窓口）ではインターネット上では公開していない求人も用意していますので、ぜひご利用ください。また、UIJターン就職のような地元・地方での就職の希望や悩みにもお答えします。■就職後のフォローわかものハローワーク（支援コーナー、支援窓口）の支援は「就職したら終わり」ではありません。採用された職場で長く働けるよう、ご希望に応じて職場定着支援を実施しています。また、若者の「使い捨て」が疑われる企業（いわゆるブラック企業）などに関する相談もお受けしています。■職業訓練の紹介わかものハローワーク（支援コーナー、支援窓口）では、職業訓練に関する情報提供、訓練受講に向けた相談を地域のハローワークと連携して実施しています。","正社員就職を目指すおおむね35歳未満の方"
"10179","新卒応援ハローワーク","新卒応援ハローワークは、大学・大学院・短大・高専・専修学校などの学生・生徒の方や、これらの学校を卒業した方のためのハローワークです。各都道府県に1か所以上、全国では56か所に設置しています。就職活動に関する相談、応募書類の添削、面接指導、各種セミナーなど、様々なサービスを無料で受けることができます。お気軽にご利用ください。","■担当者を決めて個別支援新卒者等の就職支援を専門とする就職支援ナビゲーター（※）が、安心の担当者制であなたの就職活動を支援します。定期的な求人情報の提供や、就職活動の進め方・求人の選び方の相談など、ひとりひとりの希望や困りごとに寄り添った支援が受けられます。就職後のフォローも行っています。また、必要に応じて、臨床心理士による専門的な支援をお受けいただくこともできます。※キャリアコンサルティング有資格者や企業の人事労務管理経験者などを採用しています。■エントリーシートや履歴書などの作成相談、添削就職支援ナビゲーターと一緒に、自分の強みを探していくことができます。■模擬面接、面接指導慣れが大事な面接も、実践的な練習およびアドバイスを行うことができます。■全国各地の求人情報（仕事情報・企業情報）の検索地元企業はもちろんのこと、全国の求人も探すことができます。求人はハローワークインターネットサービスでも公開中ですが、新卒応援ハローワークではインターネット上では公開していない求人も用意していますので、ぜひご利用ください。また、全国の求人を探すことができるので、UIJターン就職のような地元・地方での就職の希望や悩みにもお答えします。■就活フェアや各種セミナーの開催年間を通じて、就職面接会や就職活動に役立つセミナーなどのイベントを開催しています。これらはすべて参加無料です。全国のイベント情報は、厚生労働省が運営するハローワークインターネットサービスで公開しています。ぜひご参加ください。","大学院・大学・短大・高専・専修学校等の学生・生徒の方や、学校卒業後少なくとも3年以内の方"
"10183","マザーズハローワーク・マザーズコーナー","「マザーズハローワーク」「マザーズコーナー」は、お子様連れでも利用しやすい環境で、きめ細かな就職支援を行なっている施設です。","「マザーズハローワーク」「マザーズコーナー」では、「無料」の各種支援メニューがご利用いただけます。* お子さま連れでも安心の設備おもちゃ・絵本のあるキッズコーナー、チャイルドシートを隣に置けるゆったりした相談スペースなど、お子さま連れでも安心して利用できる環境を整えています。* 担当者が一人ひとりに就職支援専属スタッフが、1人ひとりの状況に応じた就職支援をサポートします。* 子育てと両立しやすい仕事の紹介「勤務時間が保育施設の送迎に対応できる」「子どもの急な病気や学校行事の際に柔軟に休暇が取れる」など、子育てと両立しやすい仕事をご紹介します。* 就職に役立つセミナーの開催就職活動に向けた心構え、面接対策、パソコン講習など、就職に役立つセミナーを実施しています。* 保育所などの子育て支援に関する情報の提供地域ごとの保育情報や子育て支援サービスなど、お仕事以外の情報も提供しています。","子育てをしながら仕事を探す方を応援しています。〜たとえばこんなことでお困りの方〜* 子ども連れで仕事の相談ができる施設を探している…* 子育てと両立できる仕事を探したい…* 子育てが落ち着いたので就職活動を始めたいけれど、ブランクがあるので不安…* 子育てをしながら働くために、何を準備していいかわからない"
"10173","支給認定の申請","子ども・子育て支援新制度による給付を受ける幼稚園や認可保育所、認定こども園、地域型保育事業（小規模保育・家庭的保育・居宅訪問型保育・事業所内保育）を利用するには、「教育・保育給付認定」を受ける必要があります。また、受けようとする認定に応じて添付書類の有無と種類が異なります。詳しくは、提出する市区町村に確認してください。","","1号認定:3歳以上で、幼稚園等での教育を利用する小学校就学前までのお子さん（2号認定に該当するお子さんを除く）。原則として、希望すれば誰でも認定を受けることができます。2号認定:保育が必要な要件に該当し、定期的な保育を希望する、3歳以上で小学校就学前までのお子さん3号認定:保育が必要な要件に該当し、定期的な保育を希望する、0歳から2歳までのお子さん"
"10167","児童手当等の氏名変更/住所変更等の届出","受給者又はお子さんの氏名が変わった場合や住所に変更があった場合には、届出をしてください。受給者の住所の変更について、この届を提出する必要があるのは、受給者が当該市区町村内で住所を変更した場合に限られ、受給者が他の市区町村に住所を変更した場合は、受給事由消滅届を提出してください。","","・本人又はお子さんの氏名または住所が変更になった人"
"1254","県政出張講座","自治会や会社の集まりなどに山梨県職員が伺い、県の施策などについて説明・意見交換する制度です。","・実施日は、原則として平日とします。土曜日、日曜日、祝日を希望される場合はご相談ください。・実施可能な時間帯はおおむね午前10時から午後9時までの間とします。","山梨県内に在住、在勤または在学されている、おおむね20人以上の方が参加する、自治会・企業・サークルなどの集まり※営利活動、宗教活動および政治活動に利することを目的とするもの、もっぱら苦情、陳情および交渉を目的とするものは対象としません。"
"1866","ふくおか県産材家づくり推進助成制度","環境にやさしく耐久性にも優れ、新しい生活様式に対応する優良な木造住宅の普及促進を図るため、県産木材を活用し、一定の基準を満たした木造住宅を新築または購入する方に対して、予算の範囲内で助成金（補助金）を交付します。","**助成基準および助成内容**基本タイプ…助成額:50万円   ※ 長期優良住宅の普及の促進に関する法律第6条にもとづく認定を受けていること   ※ 一戸建ての木造軸組工法であること   ※ 使用する木材のうち70パーセント以上を県内加工材とし、かつ県産木材を5立方メートル以上使用すること　（県産木材とは、福岡県産木材供給体制推進協議会の県産木材認証事業体または福岡県産木材供給連絡協議会が発行する証明書があるものを言います。）   ※ 耐震等級3を確保していること   ※ 高齢者配慮等級3を確保していること　追加タイプ（基本タイプ申請が条件）…助成額:各タイプ20万円以内（2タイプ以上申請の場合は30万円を限度額とする。）（1）県産木材振興型　県産木材10立方メートル以上使用し、かつ、内装の木質化（見附面積12平方メートル以上）を1室以上行うこと。（2）環境配慮型　省エネルギー設備として住宅全体に熱交換型換気システムを設置し、または創エネルギー設備として太陽光3kw以上もしくはエネファーム0.4kw以上を設置すること。（3）新しい生活様式型　インターネットの利用が可能な環境を整備したリモートワーク専用のスペース（3平方メートル以上）および玄関付近の手洗い場を備えること。","自ら居住するために、今後、福岡県内で県の定める建設基準に適合する住宅を新築または購入する方※購入する住宅は、人の居住の用に供したことのない住宅に限ります。"
